#{"t_start": 1773812897.832136, "env_id": "None"}
r,l,t
6.55,52,475.506954
35.8,77,475.592196
6.15,56,475.658205
26.2,70,475.736397
18.1,70,475.812558
66.35,69,475.886692
98.8,57,475.944572
47.35,70,476.023914
39.95,56,476.084585
23.5,52,476.144323
34.4,77,476.227818
9.75,57,476.290108
23.5,61,476.353849
49.9,61,476.42201
21.35,52,476.476055
16.85,54,476.534253
49.5,59,476.596407
55.2,69,476.670154
11.35,62,476.735194
25.4,57,476.793824
38.05,52,476.846083
-8.8,43,476.969071
66.0,70,477.079729
26.9,37,477.120267
23.55,65,477.193205
24.45,69,477.269242
4.3,52,477.324588
23.15,65,477.395025
45.45,69,477.468071
-27.6,16,477.487802
23.85,65,477.555689
29.75,70,477.632204
4.05,52,477.967381
-22.1,20,477.990099
46.35,51,478.047567
21.15,52,478.106897
43.05,49,478.158362
15.75,70,478.233904
55.1,69,478.310176
30.25,55,478.368123
-17.1,26,478.396697
85.95,69,478.47263
35.2,63,478.540907
-2.0,49,478.592941
37.0,62,478.660271
1.8,49,478.7094
48.15,71,478.783017
40.35,69,478.853829
28.85,77,478.931324
50.75,65,478.996233
57.25,55,479.055042
32.0,58,479.11496
27.4,37,479.154705
6.3,54,479.212843
-4.55,38,479.257666
10.8,57,479.320795
-0.95,43,479.36908
14.6,65,479.435637
54.35,65,479.502766
12.0,55,479.56224
1.9,56,479.623175
29.5,70,479.698795
13.4,65,479.768268
58.3,57,479.826376
24.75,70,479.89892
3.75,55,479.951752
2.1,49,480.002349
0.2,49,480.052862
7.9,56,480.402973
13.9,62,480.469763
-9.05,3,480.473779
7.9,56,480.534703
-6.55,43,480.579523
23.25,70,480.658233
55.15,64,480.731746
39.05,68,480.801413
16.85,59,480.860671
4.95,50,480.9174
34.1,50,480.970442
-1.3,50,481.027064
8.25,51,481.082652
2.4,56,481.140614
61.45,59,481.206087
0.6,52,481.262895
52.95,63,481.331461
6.15,52,481.388611
7.45,58,481.451074
7.9,56,481.51223
13.3,52,481.568854
29.2,70,481.64243
26.5,57,481.703543
27.55,37,481.743933
25.2,68,481.815341
14.25,70,481.886644
44.35,59,481.943906
-10.1,50,481.99496
70.55,55,482.054305
81.2,68,482.129892
34.55,62,482.195398
-0.3,20,482.217967
8.9,57,482.279851
-5.35,38,482.376611
42.8,52,482.45168
7.05,51,482.5059
32.55,30,482.539706
27.9,71,482.618912
40.85,70,482.969566
4.7,56,483.029803
18.05,52,483.084702
6.6,55,483.143331
3.0,26,483.17005
12.75,55,483.231049
68.0,65,483.298983
52.4,55,483.357554
13.65,61,483.42125
16.2,70,483.496462
-20.3,20,483.517904
59.85,59,483.581198
58.05,57,483.640923
15.3,62,483.707336
38.9,56,483.76569
4.8,57,483.822402
13.35,56,483.879243
73.65,69,483.94663
17.8,71,484.019718
4.05,52,484.075681
27.25,55,484.133164
48.2,70,484.207565
-5.85,43,484.254117
9.55,57,484.319549
18.25,70,484.391193
-9.05,3,484.395534
25.8,55,484.454279
34.1,50,484.507518
11.55,57,484.56996
21.15,57,484.630283
55.35,69,484.704331
25.95,69,484.776768
0.15,49,484.826634
26.55,52,484.878291
36.3,70,484.94847
17.2,43,484.99107
33.75,51,485.044078
8.85,63,485.397632
30.2,70,485.47624
13.85,65,485.542818
58.55,57,485.604926
26.75,70,485.682492
0.65,51,485.73571
64.6,59,485.797723
32.35,70,485.870674
24.6,52,485.923999
32.15,77,486.002871
8.9,63,486.069848
18.85,50,486.125469
11.35,62,486.190818
38.85,65,486.260883
-14.85,27,486.2912
14.55,57,486.351142
15.3,62,486.415669
55.35,69,486.489232
18.65,57,486.550417
8.9,51,486.605818
21.9,52,486.66419
16.45,59,486.729667
23.8,65,486.797004
-3.05,43,486.840833
12.25,55,486.896389
65.6,69,486.970113
1.6,49,487.023238
1.4,56,487.085566
24.85,60,488.210838
77.4,57,488.276703
30.5,65,488.344569
26.9,51,488.39906
-28.1,16,488.418378
36.2,54,488.47937
7.15,57,488.540147
19.55,50,488.593703
60.4,56,488.932128
23.0,70,489.007631
1.55,52,489.065043
41.35,69,489.142489
21.55,57,489.204695
28.35,61,489.27058
4.15,52,489.338907
12.0,55,489.398921
11.95,15,489.417497
32.25,65,489.489232
23.7,43,489.536926
1.8,52,489.592788
20.65,69,489.670714
-9.05,3,489.674966
53.15,51,489.733236
6.5,52,489.785414
19.8,69,489.858006
57.8,53,489.911271
25.3,54,489.965294
-27.85,16,489.98157
53.85,69,490.057408
-20.0,20,490.079621
36.15,22,490.105769
10.3,52,490.161979
6.05,57,490.221103
28.0,70,490.296621
9.7,58,490.359187
30.3,77,490.442565
35.75,70,490.517024
2.5,52,490.570395
38.2,43,490.617164
32.5,56,490.677482
30.25,70,490.755197
29.75,70,490.82522
48.85,70,490.896248
9.9,62,490.957745
45.2,68,491.025546
2.75,61,491.087821
7.0,55,491.435078
28.4,51,491.492559
33.8,52,491.548233
32.05,30,491.579508
41.7,70,491.653015
3.05,52,491.708903
14.05,52,491.76363
-8.85,17,491.781034
8.15,51,491.832682
-2.6,43,491.875829
17.95,43,491.918778
21.85,49,491.967667
19.45,52,492.020283
17.6,59,492.082135
41.75,55,492.139374
23.95,43,492.186165
36.0,70,492.261755
16.1,70,492.335549
28.4,71,492.409281
12.5,55,492.466601
56.9,62,492.531831
15.9,22,492.556638
2.0,50,492.609477
6.0,50,492.663374
29.9,51,492.717444
-4.0,26,492.745008
4.05,52,492.799534
-4.05,38,492.837692
45.55,62,492.903765
43.8,68,492.971427
16.1,70,493.047176
2.6,49,493.1016
42.0,70,493.174695
14.55,62,493.239968
8.95,58,493.301172
40.85,64,493.366628
20.4,49,493.419387
33.9,51,493.474652
4.0,52,493.531746
3.3,52,493.870108
13.55,57,493.935956
33.95,70,494.008456
-0.0,49,494.060483
20.85,69,494.136376
-9.05,3,494.140393
37.85,69,494.21087
3.55,52,494.265044
28.05,57,494.330026
-1.3,50,494.383374
16.95,69,494.455275
13.5,70,494.526895
23.7,43,494.572706
19.8,77,494.65312
55.35,69,494.728543
36.7,52,494.784047
40.85,70,494.852402
26.6,69,494.926528
74.0,55,494.983843
22.15,57,495.042083
61.05,59,495.106651
25.0,70,495.18066
58.2,53,495.234852
59.75,65,495.305899
54.25,30,495.33662
11.5,58,495.398137
9.5,60,495.459217
13.55,52,495.516521
9.35,15,495.533165
38.2,53,495.590015
11.0,55,495.650334
24.95,54,495.71143
55.45,63,495.77935
22.1,55,495.838164
25.2,65,495.90361
49.0,51,495.955568
34.75,50,496.006377
11.35,56,496.3598
11.4,56,496.425169
42.15,52,496.48086
32.9,50,496.53315
23.15,52,496.58887
17.5,70,496.663662
28.25,61,496.725644
43.2,57,496.785381
28.4,56,496.840348
31.5,65,496.905275
21.35,55,496.96391
7.55,52,497.017701
1.05,49,497.069637
15.3,37,497.109891
41.75,50,497.160705
31.7,70,497.234508
45.45,68,497.308662
14.05,52,497.363234
8.05,57,497.42634
14.2,52,497.487962
22.0,55,497.557674
-9.05,3,497.561876
32.75,68,497.644996
20.85,50,497.706578
1.95,49,497.764918
32.75,70,497.849585
7.3,52,497.913294
18.05,71,497.998099
-16.6,26,498.032769
-0.05,43,498.085139
23.9,56,498.154944
39.2,57,498.226129
59.6,65,498.307843
43.25,69,498.400498
76.75,55,498.471426
24.1,70,498.559401
19.0,70,498.648337
11.2,57,499.105952
28.15,51,499.172765
78.5,69,499.261174
40.2,68,499.394397
9.75,60,499.485021
18.5,70,499.586663
30.15,61,499.672999
18.5,70,499.763744
39.95,68,499.847882
15.7,26,499.879021
12.4,56,499.946443
55.35,69,500.031507
58.55,57,500.103038
45.7,68,500.18741
12.45,55,500.258076
59.95,68,500.33957
15.05,70,500.423253
59.45,64,500.504056
2.7,57,500.575059
1.85,49,500.633913
40.65,56,500.702937
4.4,56,500.773911
57.85,70,502.092506
8.3,63,502.161444
45.45,69,502.239313
12.85,56,502.29812
25.3,62,502.367571
-16.35,27,502.396675
4.4,56,502.458537
-5.55,43,502.506381
31.3,57,502.571519
10.3,52,502.626152
15.55,77,502.706734
16.8,70,502.780344
13.65,57,503.118276
37.65,69,503.193955
15.8,55,503.254989
15.95,70,503.330556
30.35,55,503.393082
54.5,50,503.446556
-1.05,43,503.492472
10.25,57,503.553327
28.9,57,503.616402
49.25,69,503.691413
28.7,58,503.754989
49.1,55,503.816435
19.3,52,503.868617
28.65,51,503.92096
2.1,49,503.97581
32.65,77,504.058938
18.35,70,504.132519
26.45,69,504.206472
3.65,60,504.268791
1.2,49,504.323066
18.55,52,504.379343
5.75,63,504.444925
9.45,58,504.507082
2.35,49,504.563576
27.05,57,504.624968
62.35,65,504.694213
11.95,15,504.710227
31.8,57,504.772556
26.05,57,504.831798
5.05,52,504.88512
20.15,77,504.964509
-18.05,26,504.993683
27.5,51,505.050931
-9.05,3,505.055154
29.7,58,505.118594
15.2,69,505.195152
49.8,69,505.270202
11.55,57,505.613489
19.7,43,505.662864
54.4,69,505.737007
53.1,55,505.795095
22.0,50,505.845752
32.25,65,505.909968
12.9,56,505.965103
-0.15,51,506.019155
25.9,52,506.072149
13.35,62,506.138896
39.4,77,506.219967
9.55,57,506.281409
42.9,65,506.351566
-0.4,51,506.40641
92.2,55,506.468238
60.0,65,506.53796
18.4,57,506.600357
54.05,77,506.682389
31.7,70,506.757511
46.1,50,506.810816
54.0,55,506.8674
23.5,52,506.918394
59.55,68,506.988236
66.75,70,507.063244
59.85,65,507.12973
27.0,65,507.199106
18.5,70,507.273319
21.4,68,507.344672
44.6,59,507.4067
39.3,57,507.468058
9.9,51,507.525548
9.0,51,507.581601
21.35,69,507.653586
18.55,39,507.695309
-15.25,27,507.724551
11.15,15,507.740402
88.0,65,508.090954
3.05,57,508.15012
13.3,52,508.205967
23.1,62,508.269002
27.5,70,508.342532
40.6,51,508.398309
5.1,50,508.454435
6.7,51,508.507463
59.1,57,508.569833
13.25,55,508.629682
13.65,57,508.688944
17.95,70,508.762981
21.35,69,508.832593
-23.55,20,508.853286
36.95,70,508.923971
8.65,51,508.975109
9.65,55,509.030903
38.35,69,509.101098
14.0,37,509.140287
17.6,49,509.191108
71.1,70,509.2656
42.35,57,509.334643
18.2,65,509.403979
15.25,22,509.426771
19.75,70,509.50036
32.5,65,509.568951
6.6,49,509.620325
64.6,69,509.690852
19.35,68,509.759542
19.75,49,509.809844
75.1,69,509.878314
5.05,57,509.937668
25.25,57,509.995186
54.0,63,510.058616
38.6,65,510.125535
24.5,70,510.485894
17.1,54,510.543706
61.55,57,510.607882
39.65,56,510.665869
41.05,57,510.724984
19.3,57,510.781927
37.95,56,510.838317
44.6,59,510.897357
50.2,54,510.951314
46.9,52,511.005082
3.8,52,511.060679
25.6,54,511.114974
16.75,39,511.157879
30.75,65,511.230707
26.75,51,511.301139
-0.55,20,511.334439
13.7,22,511.367757
19.5,50,511.445097
-6.05,43,511.5017
10.95,58,511.58778
78.3,57,511.655926
37.1,70,511.734975
8.4,51,511.794383
25.25,65,511.863416
15.45,54,511.9184
33.0,56,511.974775
27.5,70,512.053044
41.8,57,512.112996
-4.3,43,512.157914
23.25,52,512.214727
12.25,56,512.273642
25.0,52,512.329816
28.95,55,512.386655
-0.5,50,512.439771
-0.3,20,512.461485
52.15,30,512.493904
8.25,51,512.548639
44.0,70,512.622951
14.9,77,512.70373
32.45,51,513.040888
65.75,65,513.113346
22.6,69,513.185626
12.25,70,513.2639
39.65,70,513.339724
27.5,51,513.394047
37.25,68,513.470922
39.85,51,513.530059
18.05,57,513.589972
22.95,68,513.668404
42.0,57,513.730085
19.45,69,513.802587
27.55,61,513.867419
30.05,70,513.938752
11.75,22,513.961802
19.45,50,514.014223
26.35,50,514.066367
13.65,56,514.123776
-4.6,49,514.176918
37.1,53,515.349627
14.45,26,515.380434
16.6,54,515.44014
12.9,52,515.494326
25.7,70,515.567505
-5.05,26,515.594856
13.4,56,515.65536
25.45,68,515.727445
20.5,50,515.779872
56.2,69,515.851422
14.0,62,515.91416
23.85,65,515.98124
39.7,64,516.051929
56.25,55,516.110418
5.9,52,516.164749
7.4,56,516.224355
14.85,43,516.27012
-9.05,3,516.273932
60.0,56,516.331144
57.2,53,516.677929
6.6,58,516.742311
86.1,69,516.815863
26.75,55,516.872537
24.05,55,516.930097
74.7,55,516.987577
-15.6,27,517.01851
1.8,54,517.078034
34.25,50,517.134195
7.3,52,517.18899
-0.55,43,517.237156
7.15,56,517.295923
0.85,50,517.348905
29.55,70,517.420161
38.1,65,517.490277
54.75,50,517.545228
35.05,63,517.616417
4.65,56,517.677812
9.1,51,517.730921
9.7,63,517.795849
6.65,56,517.854064
67.25,65,517.917605
27.05,70,517.987501
16.55,43,518.030855
47.35,71,518.106418
4.65,50,518.162515
27.55,37,518.201867
5.35,52,518.259554
29.65,52,518.315839
31.6,65,518.386667
-1.0,49,518.438927
18.6,39,518.481955
-26.4,16,518.498876
-20.0,20,518.52465
15.25,22,518.55067
65.3,57,518.612466
29.25,55,518.676879
45.0,65,518.746827
17.75,57,518.807148
17.15,43,519.135669
85.2,68,519.209518
9.95,63,519.27785
14.55,62,519.348831
44.6,65,519.419406
26.05,70,519.497195
6.3,56,519.560207
18.55,57,519.619104
-9.05,3,519.623624
12.9,56,519.68313
0.4,49,519.734393
10.55,57,519.791991
34.05,57,519.850715
37.1,59,519.909455
22.0,49,519.958615
-26.8,16,519.976329
38.4,71,520.051729
3.65,56,520.111108
31.5,70,520.189131
17.55,70,520.264415
57.8,53,520.318919
6.35,54,520.378484
2.35,49,520.430538
37.55,52,520.486564
29.45,54,520.545198
-3.8,43,520.595801
53.95,69,520.665859
31.0,55,520.727479
-9.05,3,520.731299
-6.75,43,520.775979
26.35,70,520.846665
22.15,65,520.911823
17.15,52,520.96258
35.75,69,521.031854
0.85,50,521.084841
37.25,70,521.158198
23.15,49,521.21262
5.35,50,521.265672
14.35,59,521.611509
38.7,69,521.692875
18.35,70,521.766962
1.85,49,521.815641
24.35,65,521.882865
16.35,65,521.949559
21.6,70,522.023167
12.35,70,522.09937
40.9,71,522.178493
1.7,49,522.29233
12.65,61,522.365767
28.95,57,522.425592
-9.05,3,522.430629
22.15,52,522.486595
65.3,70,522.560901
10.0,55,522.619409
74.45,69,522.695677
14.3,62,522.759979
15.35,70,522.830692
18.0,70,522.907294
8.45,58,522.964265
24.85,49,523.015897
2.1,49,523.070892
35.65,51,523.12639
29.6,54,523.183766
14.75,70,523.258984
25.7,68,523.335386
25.8,57,523.396967
45.7,69,523.471207
18.35,59,523.532406
13.5,70,523.724568
18.0,70,523.797695
41.9,57,523.860248
38.3,52,523.913857
7.0,52,524.256763
1.55,49,524.314066
16.85,77,524.401975
23.45,62,524.471649
16.0,70,524.548171
62.05,57,524.608501
65.8,69,524.686711
33.4,51,524.741218
42.8,70,524.813331
22.3,52,524.864139
35.6,40,524.90561
-7.55,17,524.923733
2.45,57,524.980624
22.7,49,525.033378
2.5,52,525.096731
4.6,50,525.150264
0.5,51,525.204468
8.1,51,525.260023
23.7,65,525.330179
58.45,70,525.404873
37.65,64,525.474334
30.35,55,525.538407
33.4,39,525.57836
8.45,63,525.648656
23.85,57,525.708153
23.35,57,525.767413
24.75,65,525.83268
21.9,65,525.897195
40.85,55,525.951669
17.3,52,526.002952
29.85,54,526.058755
-9.05,3,526.062537
41.65,51,526.118727
44.85,59,526.18044
4.3,52,526.236218
-3.35,26,526.26527
25.45,69,526.336104
18.5,52,526.392619
12.75,55,526.739012
17.5,52,526.791805
28.75,70,526.860187
31.55,51,526.913834
20.9,71,526.984624
-14.7,27,527.011993
18.0,70,527.089622
0.7,50,527.144074
12.75,56,527.203795
19.6,69,527.274931
6.9,51,527.33359
60.2,69,527.405699
31.2,70,527.479058
53.1,55,527.538429
33.55,52,527.593035
5.25,55,528.751488
56.75,55,528.809303
4.05,52,528.865297
32.0,65,528.931157
22.9,52,528.98289
65.85,70,529.0568
47.7,61,529.124103
1.6,49,529.175464
43.95,52,529.230728
55.1,69,529.304944
40.9,56,529.36733
25.3,54,529.426528
12.35,55,529.486073
13.75,62,529.553855
18.15,52,529.610594
35.8,77,529.694761
14.15,56,529.758749
14.85,54,529.814607
33.55,52,529.866512
18.55,52,529.92257
30.9,51,529.974374
13.4,56,530.315413
9.65,51,530.376069
66.75,70,530.449481
38.35,39,530.493556
23.7,71,530.571731
18.55,52,530.628984
1.6,49,530.681848
58.3,57,530.741588
8.9,56,530.799343
53.05,57,530.856425
82.1,70,530.925328
4.9,56,530.984477
51.05,55,531.041176
72.5,69,531.113015
10.35,57,531.17642
20.2,69,531.24851
11.05,57,531.310852
6.8,52,531.36895
53.2,50,531.422178
41.8,57,531.482411
47.15,70,531.559037
18.3,52,531.615093
58.55,57,531.673755
0.55,50,531.727194
0.2,49,531.777635
16.55,22,531.801048
27.55,61,531.862151
21.1,52,531.914613
55.25,22,531.939881
35.05,62,532.003948
7.55,52,532.057126
18.25,69,532.130405
-7.1,16,532.148275
22.65,57,532.211325
18.25,50,532.26591
10.15,51,532.320552
47.65,51,532.37742
-15.55,27,532.407186
30.6,70,532.76661
17.35,59,532.826184
8.4,51,532.878491
20.1,69,532.946701
88.25,65,533.012855
52.0,55,533.071374
33.15,40,533.111827
14.2,37,533.151275
-3.75,26,533.179937
44.25,57,533.239024
25.55,57,533.303604
3.5,63,533.371217
25.85,56,533.43089
27.85,70,533.506156
8.1,51,533.566556
21.75,52,533.622888
22.4,65,533.694282
22.95,68,533.767116
38.75,65,533.834036
18.5,65,533.906397
27.05,51,533.959534
30.25,55,534.016239
61.15,70,534.088049
41.35,70,534.163387
13.3,52,534.218435
7.85,49,534.269136
33.15,51,534.330588
30.6,65,534.404436
0.35,51,534.460284
27.15,57,534.521166
-26.8,16,534.541442
9.25,51,534.597942
40.85,52,534.656773
0.7,56,534.715993
35.65,57,534.777239
25.25,65,534.843577
21.55,57,534.901867
5.75,52,535.244088
31.45,56,535.310315
26.5,71,535.392981
11.0,55,535.449575
14.2,69,535.523345
15.65,22,535.547839
17.95,69,535.619281
0.55,49,535.670658
53.25,55,535.73
49.45,69,535.800123
-20.55,20,535.8209
65.1,69,535.889642
-0.2,20,535.911898
31.75,70,535.981317
24.6,65,536.04768
22.55,52,536.100823
29.5,62,536.166769
32.0,70,536.240101
11.05,57,536.297274
12.0,55,536.354557
28.25,55,536.411736
28.3,57,536.471955
17.55,62,536.537134
13.3,58,536.596411
72.5,70,536.671648
47.9,56,536.73218
13.8,52,536.787661
18.25,70,536.860002
29.9,56,536.915294
-4.55,38,536.956109
24.25,70,537.026157
12.4,56,537.088313
82.1,69,537.162319
2.3,52,537.217142
33.5,62,537.282167
17.7,65,537.35332
17.5,70,537.709258
23.4,62,537.774078
38.55,51,537.826582
64.05,65,537.893963
42.4,51,537.94843
49.25,70,538.021656
43.2,68,538.093869
17.8,62,538.167959
8.95,58,538.229388
25.85,69,538.303491
0.5,50,538.359148
77.0,70,538.435036
15.05,77,538.515082
43.65,57,538.575549
24.2,68,538.655436
38.35,65,538.724906
11.75,70,538.80343
25.8,57,538.864039
-1.3,50,538.914884
16.4,26,538.942268
54.35,77,539.023125
24.15,69,539.093589
53.55,55,539.150682
-5.55,43,539.268248
9.5,60,539.338548
57.15,64,539.410903
8.65,56,539.472486
11.4,62,539.538975
23.95,50,539.594398
4.15,56,539.653981
14.25,70,539.727949
30.1,54,539.781887
36.45,57,539.840949
-2.9,49,539.890542
18.35,77,540.263978
-2.8,43,540.308929
5.3,52,540.365232
29.5,70,540.446607
26.3,57,540.506522
18.15,52,540.56369
31.75,65,540.638796
45.95,68,540.713709
2.4,52,540.770725
0.2,43,540.815367
-4.8,26,540.842496
33.55,52,542.02097
18.35,39,542.06564
28.4,51,542.12066
25.7,71,542.195382
-0.05,50,542.247961
14.45,26,542.278106
24.6,65,542.34884
39.2,65,542.415508
14.3,57,542.475223
24.1,65,542.539895
15.0,70,542.614091
-26.8,16,542.635187
1.4,54,542.690268
7.15,56,542.747978
25.1,56,542.805276
53.85,50,542.857872
64.1,59,542.918878
-16.85,26,542.946787
20.55,52,543.002721
-22.25,20,543.023018
47.35,70,543.095208
27.85,51,543.148787
10.65,57,543.208669
5.95,54,543.265995
39.85,51,543.317608
25.7,63,543.386681
67.25,65,543.458704
6.55,55,543.800259
37.7,43,543.848454
27.6,49,543.899011
22.55,52,543.952976
44.6,69,544.026877
8.7,58,544.090459
62.3,52,544.148255
8.9,51,544.204315
25.6,71,544.277858
2.6,55,544.340856
65.0,65,544.411534
44.75,65,544.47816
18.25,70,544.551772
16.1,62,544.615468
1.2,49,544.667066
0.2,49,544.718405
16.7,69,544.78775
12.25,56,544.846143
8.05,57,544.903382
53.7,50,544.954563
54.25,55,545.010829
2.25,52,545.064837
18.45,57,545.122959
40.7,68,545.194481
21.6,70,545.270892
4.3,54,545.327445
18.55,52,545.382641
59.8,68,545.455581
14.5,37,545.493857
18.25,70,545.569536
55.9,57,545.628761
9.8,52,545.685174
18.15,51,545.736836
41.25,65,545.803369
-26.0,16,545.820335
22.9,68,545.889449
3.3,52,545.941278
4.55,57,546.293833
5.15,57,546.354363
35.6,52,546.410283
54.1,50,546.461134
-3.8,43,546.506997
22.7,65,546.577458
27.65,51,546.638396
-26.4,16,546.657377
